image,cultivar,file_path,is_exist,label_index
2017-06-28__11-41-16-308.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-41-16-308.png,True,31
2017-06-04__13-15-41-446.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-15-41-446.png,True,1
2017-06-21__12-08-44-019.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-08-44-019.png,True,88
2017-06-26__11-37-12-784.jpeg,PI_302252,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-37-12-784.png,True,93
2017-06-16__13-53-58-528.jpeg,PI_276837,../input/sorghum-id-fgvc-9/train_images/2017-06-16__13-53-58-528.png,True,60
2017-06-28__11-12-04-399.jpeg,PI_329286,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-12-04-399.png,True,38
2017-06-23__14-57-53-242.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-23__14-57-53-242.png,True,3
2017-06-28__11-14-08-968.jpeg,PI_273969,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-14-08-968.png,True,9
2017-06-16__12-36-26-639.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-36-26-639.png,True,28
2017-06-23__11-50-05-852.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-50-05-852.png,True,4
2017-06-15__13-09-31-166.jpeg,PI_145619,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-09-31-166.png,True,57
2017-06-09__13-05-57-128.jpeg,PI_146890,../input/sorghum-id-fgvc-9/train_images/2017-06-09__13-05-57-128.png,True,36
2017-06-09__12-16-08-122.jpeg,PI_329286,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-16-08-122.png,True,38
2017-06-01__12-41-07-291.jpeg,PI_152965,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-41-07-291.png,True,37
2017-06-17__14-37-31-802.jpeg,PI_221548,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-37-31-802.png,True,33
2017-06-17__13-44-40-253.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-44-40-253.png,True,39
2017-06-29__12-15-10-068.jpeg,PI_154750,../input/sorghum-id-fgvc-9/train_images/2017-06-29__12-15-10-068.png,True,19
2017-06-16__10-52-57-705.jpeg,PI_155885,../input/sorghum-id-fgvc-9/train_images/2017-06-16__10-52-57-705.png,True,92
2017-06-15__13-13-59-537.jpeg,PI_273969,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-13-59-537.png,True,9
2017-06-02__18-16-00-058.jpeg,PI_152828,../input/sorghum-id-fgvc-9/train_images/2017-06-02__18-16-00-058.png,True,15
2017-06-09__12-13-09-081.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-13-09-081.png,True,29
2017-06-27__10-24-23-341.jpeg,PI_152961,../input/sorghum-id-fgvc-9/train_images/2017-06-27__10-24-23-341.png,True,27
2017-06-14__15-24-58-674.jpeg,PI_156393,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-24-58-674.png,True,13
2017-06-12__14-26-13-799.jpeg,PI_152860,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-26-13-799.png,True,51
2017-06-17__14-11-12-947.jpeg,PI_257599,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-11-12-947.png,True,0
2017-06-12__13-14-19-710.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-14-19-710.png,True,69
2017-06-09__12-19-00-794.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-19-00-794.png,True,82
2017-06-20__12-59-11-893.jpeg,PI_170787,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-59-11-893.png,True,23
2017-06-01__12-14-48-632.jpeg,PI_302252,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-14-48-632.png,True,93
2017-06-21__11-53-52-336.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-21__11-53-52-336.png,True,56
2017-06-16__12-09-41-395.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-09-41-395.png,True,69
2017-06-28__11-14-25-918.jpeg,PI_152967,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-14-25-918.png,True,44
2017-06-22__13-30-05-961.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-22__13-30-05-961.png,True,31
2017-06-23__18-55-37-036.jpeg,PI_267573,../input/sorghum-id-fgvc-9/train_images/2017-06-23__18-55-37-036.png,True,63
2017-06-14__15-42-16-734.jpeg,PI_196583,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-42-16-734.png,True,41
2017-06-04__12-53-32-377.jpeg,PI_197542,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-53-32-377.png,True,43
2017-06-21__13-02-21-741.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-21__13-02-21-741.png,True,72
2017-06-16__12-24-24-903.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-24-24-903.png,True,98
2017-06-17__13-25-09-491.jpeg,PI_221651,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-25-09-491.png,True,22
2017-06-04__13-09-48-861.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-09-48-861.png,True,68
2017-06-21__12-16-58-276.jpeg,PI_145619,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-16-58-276.png,True,57
2017-06-03__12-52-20-108.jpeg,PI_297130,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-52-20-108.png,True,68
2017-06-21__12-55-17-459.jpeg,PI_255239,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-55-17-459.png,True,87
2017-06-16__11-39-25-205.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-39-25-205.png,True,88
2017-06-19__12-34-55-581.jpeg,PI_329300,../input/sorghum-id-fgvc-9/train_images/2017-06-19__12-34-55-581.png,True,32
2017-06-09__12-31-17-678.jpeg,PI_152860,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-31-17-678.png,True,51
2017-06-21__12-47-18-567.jpeg,PI_266927,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-47-18-567.png,True,30
2017-06-01__11-47-11-635.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-47-11-635.png,True,31
2017-06-22__12-44-08-726.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-44-08-726.png,True,46
2017-06-15__13-24-05-255.jpeg,PI_152967,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-24-05-255.png,True,44
2017-06-02__13-36-43-132.jpeg,PI_155760,../input/sorghum-id-fgvc-9/train_images/2017-06-02__13-36-43-132.png,True,66
2017-06-15__12-27-51-848.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-27-51-848.png,True,4
2017-06-26__10-34-29-564.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-26__10-34-29-564.png,True,24
2017-06-04__13-23-37-224.jpeg,PI_145626,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-23-37-224.png,True,47
2017-06-17__14-03-10-669.jpeg,PI_157030,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-03-10-669.png,True,85
2017-06-27__13-21-03-500.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-21-03-500.png,True,28
2017-06-15__11-46-41-499.jpeg,PI_257600,../input/sorghum-id-fgvc-9/train_images/2017-06-15__11-46-41-499.png,True,91
2017-06-30__12-01-47-190.jpeg,PI_329319,../input/sorghum-id-fgvc-9/train_images/2017-06-30__12-01-47-190.png,True,88
2017-06-15__13-10-54-042.jpeg,PI_276837,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-10-54-042.png,True,60
2017-06-14__13-49-53-296.jpeg,PI_152923,../input/sorghum-id-fgvc-9/train_images/2017-06-14__13-49-53-296.png,True,83
2017-06-14__16-30-02-970.jpeg,PI_329300,../input/sorghum-id-fgvc-9/train_images/2017-06-14__16-30-02-970.png,True,32
2017-06-13__11-22-06-521.jpeg,PI_152730,../input/sorghum-id-fgvc-9/train_images/2017-06-13__11-22-06-521.png,True,52
2017-06-21__13-56-09-977.jpeg,PI_157804,../input/sorghum-id-fgvc-9/train_images/2017-06-21__13-56-09-977.png,True,49
2017-06-23__12-15-54-215.jpeg,PI_19770,../input/sorghum-id-fgvc-9/train_images/2017-06-23__12-15-54-215.png,True,64
2017-06-20__11-27-59-496.jpeg,PI_154944,../input/sorghum-id-fgvc-9/train_images/2017-06-20__11-27-59-496.png,True,90
2017-06-28__11-12-14-372.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-12-14-372.png,True,39
2017-06-16__11-21-36-219.jpeg,PI_156268,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-21-36-219.png,True,95
2017-06-09__12-59-32-859.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-59-32-859.png,True,4
2017-06-17__13-28-59-705.jpeg,PI_329351,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-28-59-705.png,True,26
2017-06-26__10-19-28-033.jpeg,PI_155885,../input/sorghum-id-fgvc-9/train_images/2017-06-26__10-19-28-033.png,True,92
2017-06-26__11-22-15-546.jpeg,PI_156463,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-22-15-546.png,True,11
2017-06-28__11-50-00-415.jpeg,PI_156330,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-50-00-415.png,True,5
2017-06-26__11-21-45-556.jpeg,PI_329286,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-21-45-556.png,True,38
2017-06-16__10-55-55-101.jpeg,PI_35038,../input/sorghum-id-fgvc-9/train_images/2017-06-16__10-55-55-101.png,True,14
2017-06-12__13-49-23-242.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-49-23-242.png,True,3
2017-06-03__12-43-25-067.jpeg,PI_22913,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-43-25-067.png,True,12
2017-06-15__14-09-27-090.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-15__14-09-27-090.png,True,29
2017-06-26__11-13-37-989.jpeg,PI_145619,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-13-37-989.png,True,57
2017-06-14__13-35-28-590.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-14__13-35-28-590.png,True,82
2017-06-09__12-27-23-901.jpeg,PI_251672,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-27-23-901.png,True,18
2017-06-21__11-26-00-146.jpeg,PI_329310,../input/sorghum-id-fgvc-9/train_images/2017-06-21__11-26-00-146.png,True,17
2017-06-29__10-55-52-107.jpeg,PI_156268,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-55-52-107.png,True,95
2017-06-13__12-18-00-614.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-18-00-614.png,True,1
2017-06-28__10-48-04-679.jpeg,PI_297155,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-48-04-679.png,True,58
2017-06-20__12-47-20-483.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-47-20-483.png,True,98
2017-06-17__14-41-11-063.jpeg,PI_221548,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-41-11-063.png,True,33
2017-06-02__17-01-13-918.jpeg,PI_152771,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-01-13-918.png,True,42
2017-06-26__10-27-08-624.jpeg,PI_145633,../input/sorghum-id-fgvc-9/train_images/2017-06-26__10-27-08-624.png,True,8
2017-06-21__12-26-41-366.jpeg,PI_273969,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-26-41-366.png,True,9
2017-06-03__12-19-19-073.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-19-19-073.png,True,79
2017-06-27__13-20-25-618.jpeg,PI_218112,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-20-25-618.png,True,86
2017-06-12__14-08-46-605.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-08-46-605.png,True,24
2017-06-16__10-52-25-895.jpeg,PI_196583,../input/sorghum-id-fgvc-9/train_images/2017-06-16__10-52-25-895.png,True,41
2017-06-27__10-28-19-487.jpeg,PI_196583,../input/sorghum-id-fgvc-9/train_images/2017-06-27__10-28-19-487.png,True,41
2017-06-29__10-26-09-627.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-26-09-627.png,True,76
2017-06-19__15-55-51-959.jpeg,PI_267573,../input/sorghum-id-fgvc-9/train_images/2017-06-19__15-55-51-959.png,True,63
2017-06-15__13-53-06-672.jpeg,PI_152966,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-53-06-672.png,True,34
2017-06-01__12-30-46-611.jpeg,PI_179749,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-30-46-611.png,True,28
2017-06-29__12-05-14-783.jpeg,PI_170787,../input/sorghum-id-fgvc-9/train_images/2017-06-29__12-05-14-783.png,True,23
2017-06-02__17-05-05-934.jpeg,PI_152591,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-05-05-934.png,True,80
2017-06-13__12-43-32-388.jpeg,PI_92270,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-43-32-388.png,True,2
2017-06-28__11-13-53-988.jpeg,PI_329286,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-13-53-988.png,True,38
2017-06-14__15-49-57-096.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-49-57-096.png,True,56
2017-06-28__10-29-00-284.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-29-00-284.png,True,53
2017-06-03__12-30-04-966.jpeg,PI_176766,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-30-04-966.png,True,4
2017-06-12__14-50-18-883.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-12__14-50-18-883.png,True,39
2017-06-22__13-36-24-445.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-22__13-36-24-445.png,True,72
2017-06-15__13-53-41-604.jpeg,PI_152828,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-53-41-604.png,True,15
2017-06-02__17-08-34-424.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-08-34-424.png,True,79
2017-06-19__12-23-01-207.jpeg,PI_155760,../input/sorghum-id-fgvc-9/train_images/2017-06-19__12-23-01-207.png,True,66
2017-06-03__11-44-26-111.jpeg,PI_152730,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-44-26-111.png,True,52
2017-06-28__10-21-02-387.jpeg,PI_92270,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-21-02-387.png,True,2
2017-06-30__12-37-56-933.jpeg,PI_22913,../input/sorghum-id-fgvc-9/train_images/2017-06-30__12-37-56-933.png,True,12
2017-06-28__10-55-12-484.jpeg,PI_329299,../input/sorghum-id-fgvc-9/train_images/2017-06-28__10-55-12-484.png,True,6
2017-06-13__10-48-49-411.jpeg,PI_196598,../input/sorghum-id-fgvc-9/train_images/2017-06-13__10-48-49-411.png,True,54
2017-06-01__12-29-55-271.jpeg,PI_217691,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-29-55-271.png,True,77
2017-06-20__12-40-14-497.jpeg,PI_152966,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-40-14-497.png,True,34
2017-06-04__12-58-13-077.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-04__12-58-13-077.png,True,56
2017-06-26__18-21-51-662.jpeg,PI_155885,../input/sorghum-id-fgvc-9/train_images/2017-06-26__18-21-51-662.png,True,92
2017-06-09__13-09-58-840.jpeg,PI_156217,../input/sorghum-id-fgvc-9/train_images/2017-06-09__13-09-58-840.png,True,74
2017-06-13__12-09-44-628.jpeg,PI_145626,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-09-44-628.png,True,47
2017-06-04__13-30-32-301.jpeg,PI_329333,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-30-32-301.png,True,55
2017-06-20__12-13-12-036.jpeg,PI_157035,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-13-12-036.png,True,75
2017-06-23__18-42-07-050.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-23__18-42-07-050.png,True,82
2017-06-21__12-38-46-966.jpeg,PI_156393,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-38-46-966.png,True,13
2017-06-26__12-35-36-627.jpeg,PI_156178,../input/sorghum-id-fgvc-9/train_images/2017-06-26__12-35-36-627.png,True,59
2017-06-28__11-14-28-898.jpeg,PI_152967,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-14-28-898.png,True,44
2017-06-17__12-51-03-738.jpeg,PI_145633,../input/sorghum-id-fgvc-9/train_images/2017-06-17__12-51-03-738.png,True,8
2017-06-01__11-26-20-296.jpeg,PI_156330,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-26-20-296.png,True,5
2017-06-13__12-01-07-903.jpeg,PI_152694,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-01-07-903.png,True,16
2017-06-26__11-21-37-556.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-21-37-556.png,True,39
2017-06-14__15-11-29-845.jpeg,PI_152862,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-11-29-845.png,True,65
2017-06-29__11-31-43-885.jpeg,PI_180348,../input/sorghum-id-fgvc-9/train_images/2017-06-29__11-31-43-885.png,True,39
2017-06-04__13-23-55-218.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-23-55-218.png,True,3
2017-06-04__13-25-06-735.jpeg,PI_152923,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-25-06-735.png,True,83
2017-06-13__12-43-50-388.jpeg,PI_297155,../input/sorghum-id-fgvc-9/train_images/2017-06-13__12-43-50-388.png,True,58
2017-06-19__12-25-17-507.jpeg,PI_329299,../input/sorghum-id-fgvc-9/train_images/2017-06-19__12-25-17-507.png,True,6
2017-06-16__12-09-07-053.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-09-07-053.png,True,3
2017-06-22__12-33-50-972.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-33-50-972.png,True,82
2017-06-28__11-39-20-710.jpeg,PI_156178,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-39-20-710.png,True,59
2017-06-28__11-59-25-582.jpeg,PI_218112,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-59-25-582.png,True,86
2017-06-20__11-17-20-130.jpeg,PI_257600,../input/sorghum-id-fgvc-9/train_images/2017-06-20__11-17-20-130.png,True,91
2017-06-01__12-31-06-105.jpeg,PI_217691,../input/sorghum-id-fgvc-9/train_images/2017-06-01__12-31-06-105.png,True,77
2017-06-17__13-47-15-272.jpeg,PI_152862,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-47-15-272.png,True,65
2017-06-16__12-09-40-743.jpeg,PI_229841,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-09-40-743.png,True,69
2017-06-01__11-24-24-767.jpeg,PI_152728,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-24-24-767.png,True,67
2017-06-16__12-16-54-977.jpeg,PI_255239,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-16-54-977.png,True,87
2017-06-26__18-21-12-542.jpeg,PI_266927,../input/sorghum-id-fgvc-9/train_images/2017-06-26__18-21-12-542.png,True,30
2017-06-26__11-49-00-119.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-26__11-49-00-119.png,True,98
2017-06-04__13-44-42-895.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-44-42-895.png,True,31
2017-06-01__11-30-18-891.jpeg,PI_251672,../input/sorghum-id-fgvc-9/train_images/2017-06-01__11-30-18-891.png,True,18
2017-06-09__13-07-16-637.jpeg,PI_156217,../input/sorghum-id-fgvc-9/train_images/2017-06-09__13-07-16-637.png,True,74
2017-06-09__12-24-06-560.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-09__12-24-06-560.png,True,81
2017-06-26__10-37-17-744.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-26__10-37-17-744.png,True,24
2017-06-04__14-28-46-506.jpeg,PI_156178,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-28-46-506.png,True,59
2017-06-03__11-17-38-549.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-17-38-549.png,True,46
2017-06-16__12-32-45-331.jpeg,PI_154987,../input/sorghum-id-fgvc-9/train_images/2017-06-16__12-32-45-331.png,True,1
2017-06-26__12-04-04-430.jpeg,PI_196586,../input/sorghum-id-fgvc-9/train_images/2017-06-26__12-04-04-430.png,True,10
2017-06-14__15-53-39-290.jpeg,PI_156393,../input/sorghum-id-fgvc-9/train_images/2017-06-14__15-53-39-290.png,True,13
2017-06-04__14-20-01-953.jpeg,PI_196049,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-20-01-953.png,True,29
2017-06-18__14-12-31-441.jpeg,PI_155516,../input/sorghum-id-fgvc-9/train_images/2017-06-18__14-12-31-441.png,True,98
2017-06-19__17-29-15-728.jpeg,PI_19770,../input/sorghum-id-fgvc-9/train_images/2017-06-19__17-29-15-728.png,True,64
2017-06-19__17-53-58-621.jpeg,PI_218112,../input/sorghum-id-fgvc-9/train_images/2017-06-19__17-53-58-621.png,True,86
2017-06-12__13-49-20-236.jpeg,PI_152651,../input/sorghum-id-fgvc-9/train_images/2017-06-12__13-49-20-236.png,True,3
2017-06-18__14-32-17-258.jpeg,PI_253986,../input/sorghum-id-fgvc-9/train_images/2017-06-18__14-32-17-258.png,True,72
2017-06-27__13-09-40-439.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-27__13-09-40-439.png,True,7
2017-06-19__18-00-48-291.jpeg,PI_145626,../input/sorghum-id-fgvc-9/train_images/2017-06-19__18-00-48-291.png,True,47
2017-06-15__13-53-03-680.jpeg,PI_152966,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-53-03-680.png,True,34
2017-06-29__10-44-54-746.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-44-54-746.png,True,53
2017-06-22__12-27-45-213.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-27-45-213.png,True,56
2017-06-29__10-27-32-497.jpeg,PI_181083,../input/sorghum-id-fgvc-9/train_images/2017-06-29__10-27-32-497.png,True,99
2017-06-04__13-02-28-561.jpeg,PI_217691,../input/sorghum-id-fgvc-9/train_images/2017-06-04__13-02-28-561.png,True,77
2017-06-17__13-07-57-841.jpeg,PI_329326,../input/sorghum-id-fgvc-9/train_images/2017-06-17__13-07-57-841.png,True,79
2017-06-26__10-46-33-025.jpeg,PI_153877,../input/sorghum-id-fgvc-9/train_images/2017-06-26__10-46-33-025.png,True,73
2017-06-27__11-57-28-049.jpeg,PI_152733,../input/sorghum-id-fgvc-9/train_images/2017-06-27__11-57-28-049.png,True,94
2017-06-15__11-45-31-592.jpeg,PI_181080,../input/sorghum-id-fgvc-9/train_images/2017-06-15__11-45-31-592.png,True,76
2017-06-12__15-02-26-150.jpeg,PI_156326,../input/sorghum-id-fgvc-9/train_images/2017-06-12__15-02-26-150.png,True,45
2017-06-17__14-11-40-914.jpeg,PI_156178,../input/sorghum-id-fgvc-9/train_images/2017-06-17__14-11-40-914.png,True,59
2017-06-15__13-23-22-396.jpeg,PI_152862,../input/sorghum-id-fgvc-9/train_images/2017-06-15__13-23-22-396.png,True,65
2017-06-15__12-14-13-872.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-14-13-872.png,True,24
2017-06-22__13-18-45-757.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-22__13-18-45-757.png,True,81
2017-06-28__11-31-55-193.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-31-55-193.png,True,81
2017-06-15__12-58-59-610.jpeg,PI_156326,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-58-59-610.png,True,45
2017-06-03__11-17-35-542.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-03__11-17-35-542.png,True,46
2017-06-23__11-38-13-668.jpeg,PI_175919,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-38-13-668.png,True,24
2017-06-16__11-23-24-183.jpeg,PI_303658,../input/sorghum-id-fgvc-9/train_images/2017-06-16__11-23-24-183.png,True,82
2017-06-23__12-06-56-827.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-23__12-06-56-827.png,True,46
2017-06-21__11-43-51-066.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-21__11-43-51-066.png,True,53
2017-06-21__12-09-24-986.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-21__12-09-24-986.png,True,46
2017-06-23__11-40-40-754.jpeg,PI_154844,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-40-40-754.png,True,53
2017-06-28__11-32-25-113.jpeg,PI_152694,../input/sorghum-id-fgvc-9/train_images/2017-06-28__11-32-25-113.png,True,16
2017-06-02__17-12-01-316.jpeg,PI_35038,../input/sorghum-id-fgvc-9/train_images/2017-06-02__17-12-01-316.png,True,14
2017-06-27__11-57-38-049.jpeg,PI_154988,../input/sorghum-id-fgvc-9/train_images/2017-06-27__11-57-38-049.png,True,46
2017-06-26__18-08-15-005.jpeg,PI_156330,../input/sorghum-id-fgvc-9/train_images/2017-06-26__18-08-15-005.png,True,5
2017-06-23__14-50-14-643.jpeg,PI_156871,../input/sorghum-id-fgvc-9/train_images/2017-06-23__14-50-14-643.png,True,31
2017-06-23__16-52-18-977.jpeg,PI_144134,../input/sorghum-id-fgvc-9/train_images/2017-06-23__16-52-18-977.png,True,84
2017-06-14__13-17-36-547.jpeg,PI_52606,../input/sorghum-id-fgvc-9/train_images/2017-06-14__13-17-36-547.png,True,7
2017-06-22__12-27-48-230.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-22__12-27-48-230.png,True,56
2017-06-04__14-13-10-268.jpeg,PI_156487,../input/sorghum-id-fgvc-9/train_images/2017-06-04__14-13-10-268.png,True,89
2017-06-15__12-33-21-194.jpeg,PI_63715,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-33-21-194.png,True,78
2017-06-15__12-19-26-152.jpeg,PI_152727,../input/sorghum-id-fgvc-9/train_images/2017-06-15__12-19-26-152.png,True,56
2017-06-20__12-40-22-495.jpeg,PI_167093,../input/sorghum-id-fgvc-9/train_images/2017-06-20__12-40-22-495.png,True,81
2017-06-22__13-09-02-737.jpeg,PI_156217,../input/sorghum-id-fgvc-9/train_images/2017-06-22__13-09-02-737.png,True,74
2017-06-23__11-29-04-372.jpeg,PI_329333,../input/sorghum-id-fgvc-9/train_images/2017-06-23__11-29-04-372.png,True,55
2017-06-03__12-37-06-031.jpeg,PI_329351,../input/sorghum-id-fgvc-9/train_images/2017-06-03__12-37-06-031.png,True,26
